protein_id,S001,S002,S003,S004,S005,S006,S007,S008,S009,S010,S011,S012,S013,S014,S015,S016,S017,S018,S019,S020,S021,S022,S023,S024,S025,S026,S027,S028,S029,S030,S031,S032,S033,S034,S035,S036,S037,S038,S039,S040
PROT_0034,1.0,7.0,2.0,3.0,5.0,10.0,7.0,6.0,5.0,3.0,8.0,5.0,2.0,2.0,1.0,16.0,7.0,7.0,4.0,8.0,3.0,8.0,7.0,13.0,5.0,2.0,7.0,4.0,7.0,5.0,3.0,8.0,7.0,7.0,15.0,7.0,2.0,10.0,7.0,6.0
PROT_0035,9.0,25.0,14.0,4.0,13.0,8.0,12.0,4.0,4.0,18.0,4.0,19.0,5.0,5.0,19.0,7.0,15.0,14.0,17.0,10.0,4.0,13.0,7.0,11.0,4.0,6.0,13.0,15.0,7.0,2.0,2.0,8.0,11.0,13.0,8.0,7.0,13.0,9.0,15.0,6.0
PROT_0036,8.0,10.0,13.0,10.0,8.0,15.0,7.0,9.0,6.0,4.0,15.0,19.0,13.0,8.0,7.0,27.0,12.0,12.0,16.0,13.0,13.0,8.0,3.0,3.0,5.0,17.0,11.0,7.0,11.0,11.0,15.0,13.0,6.0,9.0,11.0,12.0,13.0,14.0,11.0,11.0
PROT_0037,4.0,1.0,6.0,3.0,1.0,4.0,4.0,6.0,2.0,2.0,13.0,5.0,12.0,10.0,9.0,6.0,13.0,6.0,2.0,5.0,9.0,6.0,10.0,3.0,6.0,6.0,10.0,3.0,2.0,12.0,11.0,1.0,6.0,15.0,5.0,8.0,11.0,4.0,3.0,15.0
PROT_0038,16.0,9.0,12.0,10.0,22.0,9.0,2.0,8.0,8.0,13.0,3.0,12.0,11.0,17.0,6.0,10.0,9.0,15.0,14.0,14.0,12.0,9.0,7.0,16.0,7.0,14.0,8.0,19.0,6.0,13.0,14.0,7.0,7.0,23.0,7.0,8.0,6.0,5.0,15.0,15.0
PROT_0039,3.0,7.0,1.0,4.0,5.0,9.0,8.0,6.0,2.0,10.0,8.0,7.0,8.0,4.0,3.0,10.0,6.0,5.0,3.0,3.0,7.0,10.0,6.0,11.0,2.0,2.0,8.0,6.0,4.0,3.0,9.0,4.0,3.0,3.0,11.0,5.0,2.0,5.0,5.0,7.0
PROT_0040,5.0,11.0,16.0,4.0,12.0,17.0,18.0,11.0,15.0,10.0,12.0,1.0,6.0,11.0,10.0,7.0,8.0,14.0,13.0,5.0,7.0,12.0,14.0,9.0,4.0,10.0,10.0,20.0,9.0,7.0,8.0,10.0,4.0,6.0,5.0,9.0,10.0,5.0,9.0,7.0
PROT_0041,16.0,5.0,14.0,9.0,16.0,15.0,18.0,13.0,8.0,14.0,12.0,6.0,4.0,20.0,7.0,18.0,9.0,11.0,10.0,12.0,16.0,7.0,13.0,15.0,22.0,13.0,7.0,17.0,8.0,13.0,10.0,12.0,15.0,15.0,20.0,10.0,11.0,9.0,13.0,9.0
PROT_0042,1.0,5.0,7.0,10.0,2.0,3.0,21.0,10.0,2.0,3.0,9.0,3.0,3.0,10.0,7.0,6.0,1.0,3.0,3.0,10.0,3.0,2.0,5.0,2.0,1.0,2.0,2.0,5.0,4.0,6.0,1.0,4.0,3.0,8.0,4.0,2.0,7.0,3.0,5.0,6.0
PROT_0043,8.0,12.0,14.0,7.0,5.0,9.0,5.0,4.0,4.0,12.0,17.0,15.0,14.0,7.0,16.0,10.0,1.0,14.0,8.0,21.0,5.0,5.0,22.0,14.0,12.0,11.0,9.0,7.0,11.0,6.0,13.0,16.0,8.0,16.0,12.0,9.0,8.0,7.0,20.0,10.0
PROT_0044,8.0,15.0,18.0,9.0,13.0,9.0,9.0,18.0,5.0,16.0,13.0,6.0,12.0,13.0,12.0,12.0,14.0,7.0,9.0,14.0,4.0,8.0,12.0,8.0,9.0,15.0,8.0,7.0,11.0,12.0,5.0,24.0,8.0,17.0,11.0,20.0,16.0,17.0,14.0,12.0
PROT_0045,23.0,14.0,11.0,8.0,3.0,15.0,25.0,19.0,11.0,6.0,4.0,11.0,9.0,13.0,8.0,7.0,11.0,10.0,16.0,4.0,18.0,9.0,7.0,6.0,5.0,12.0,8.0,10.0,5.0,23.0,6.0,5.0,24.0,10.0,9.0,2.0,5.0,16.0,21.0,11.0
PROT_0046,6.0,6.0,1.0,10.0,1.0,2.0,5.0,2.0,13.0,8.0,5.0,4.0,4.0,15.0,4.0,4.0,4.0,4.0,3.0,9.0,4.0,5.0,2.0,3.0,0.0,3.0,4.0,4.0,7.0,3.0,4.0,1.0,5.0,4.0,13.0,4.0,9.0,5.0,3.0,3.0
PROT_0047,3.0,9.0,5.0,11.0,10.0,4.0,14.0,7.0,5.0,5.0,2.0,3.0,5.0,10.0,1.0,15.0,3.0,1.0,3.0,6.0,3.0,8.0,0.0,4.0,7.0,7.0,3.0,2.0,9.0,6.0,5.0,15.0,8.0,8.0,5.0,2.0,1.0,8.0,13.0,2.0
PROT_0048,8.0,6.0,5.0,3.0,6.0,4.0,0.0,3.0,10.0,7.0,13.0,6.0,5.0,5.0,4.0,4.0,8.0,19.0,13.0,10.0,3.0,8.0,7.0,9.0,1.0,2.0,8.0,7.0,17.0,2.0,5.0,10.0,2.0,4.0,3.0,3.0,4.0,8.0,0.0,1.0
PROT_0049,17.0,12.0,8.0,13.0,17.0,5.0,7.0,10.0,15.0,10.0,6.0,10.0,9.0,11.0,18.0,8.0,10.0,15.0,15.0,5.0,27.0,10.0,8.0,8.0,9.0,10.0,21.0,16.0,8.0,5.0,18.0,8.0,5.0,7.0,8.0,24.0,10.0,13.0,7.0,8.0
PROT_0050,6.0,15.0,6.0,6.0,14.0,4.0,3.0,3.0,4.0,2.0,7.0,8.0,9.0,5.0,4.0,13.0,12.0,3.0,10.0,7.0,2.0,1.0,0.0,10.0,7.0,3.0,6.0,6.0,5.0,6.0,6.0,3.0,5.0,7.0,8.0,1.0,8.0,10.0,9.0,4.0
PROT_0051,4.0,10.0,14.0,5.0,4.0,8.0,10.0,5.0,10.0,6.0,11.0,13.0,6.0,1.0,6.0,13.0,6.0,7.0,8.0,18.0,6.0,13.0,13.0,8.0,23.0,10.0,6.0,8.0,10.0,7.0,5.0,4.0,12.0,15.0,14.0,16.0,3.0,5.0,9.0,6.0
PROT_0052,26.0,28.0,14.0,17.0,14.0,10.0,9.0,13.0,8.0,16.0,25.0,7.0,11.0,18.0,12.0,22.0,21.0,19.0,7.0,13.0,14.0,19.0,13.0,10.0,9.0,9.0,17.0,14.0,13.0,7.0,16.0,7.0,12.0,16.0,8.0,13.0,16.0,6.0,8.0,10.0
PROT_0053,9.0,4.0,5.0,7.0,13.0,4.0,9.0,4.0,6.0,2.0,5.0,5.0,2.0,4.0,8.0,7.0,4.0,1.0,6.0,4.0,5.0,4.0,4.0,10.0,10.0,4.0,5.0,4.0,7.0,4.0,5.0,5.0,4.0,14.0,5.0,9.0,3.0,6.0,5.0,7.0
PROT_0054,12.0,7.0,7.0,9.0,4.0,10.0,13.0,5.0,10.0,3.0,7.0,5.0,11.0,6.0,16.0,4.0,14.0,7.0,7.0,10.0,8.0,4.0,3.0,5.0,8.0,3.0,5.0,6.0,14.0,9.0,11.0,9.0,13.0,5.0,6.0,10.0,13.0,5.0,5.0,11.0
PROT_0055,4.0,2.0,7.0,5.0,4.0,9.0,4.0,4.0,3.0,1.0,8.0,7.0,9.0,4.0,1.0,2.0,4.0,11.0,7.0,8.0,2.0,11.0,2.0,15.0,3.0,2.0,5.0,4.0,5.0,4.0,15.0,4.0,11.0,2.0,3.0,5.0,6.0,1.0,10.0,4.0
PROT_0056,7.0,15.0,10.0,14.0,11.0,16.0,4.0,5.0,10.0,7.0,23.0,13.0,15.0,9.0,15.0,14.0,9.0,10.0,10.0,13.0,11.0,15.0,10.0,18.0,7.0,5.0,15.0,11.0,20.0,11.0,19.0,13.0,7.0,8.0,11.0,4.0,16.0,10.0,20.0,7.0
PROT_0057,9.0,5.0,8.0,17.0,11.0,6.0,11.0,16.0,12.0,9.0,17.0,14.0,12.0,16.0,10.0,10.0,12.0,11.0,7.0,8.0,7.0,12.0,13.0,12.0,16.0,15.0,7.0,5.0,13.0,8.0,18.0,17.0,3.0,6.0,16.0,17.0,5.0,10.0,9.0,8.0
PROT_0058,12.0,10.0,8.0,2.0,7.0,12.0,7.0,2.0,8.0,8.0,7.0,20.0,6.0,9.0,13.0,17.0,8.0,6.0,11.0,8.0,11.0,8.0,12.0,14.0,7.0,14.0,5.0,9.0,8.0,12.0,7.0,7.0,8.0,8.0,12.0,8.0,8.0,11.0,6.0,11.0
PROT_0059,15.0,4.0,4.0,7.0,6.0,11.0,10.0,1.0,9.0,15.0,5.0,6.0,12.0,7.0,10.0,4.0,5.0,7.0,3.0,8.0,9.0,8.0,7.0,5.0,7.0,7.0,9.0,3.0,17.0,11.0,19.0,10.0,0.0,3.0,6.0,8.0,14.0,12.0,15.0,13.0
PROT_0060,17.0,10.0,3.0,15.0,7.0,9.0,13.0,28.0,6.0,11.0,10.0,17.0,12.0,10.0,8.0,20.0,7.0,13.0,9.0,22.0,19.0,22.0,13.0,11.0,11.0,15.0,20.0,15.0,10.0,11.0,20.0,24.0,14.0,5.0,9.0,13.0,12.0,7.0,14.0,30.0
PROT_0061,1.0,2.0,3.0,5.0,2.0,3.0,2.0,3.0,4.0,12.0,5.0,1.0,2.0,2.0,11.0,1.0,5.0,6.0,2.0,8.0,17.0,10.0,14.0,3.0,8.0,0.0,1.0,2.0,7.0,4.0,6.0,4.0,17.0,2.0,4.0,3.0,4.0,2.0,5.0,3.0
PROT_0062,1.0,5.0,5.0,8.0,9.0,9.0,4.0,1.0,9.0,3.0,2.0,4.0,9.0,8.0,5.0,3.0,8.0,5.0,8.0,7.0,4.0,4.0,7.0,5.0,2.0,5.0,3.0,2.0,0.0,6.0,2.0,5.0,9.0,4.0,1.0,5.0,3.0,4.0,3.0,5.0
PROT_0063,3.0,9.0,15.0,8.0,13.0,9.0,7.0,11.0,10.0,11.0,12.0,11.0,14.0,11.0,11.0,5.0,4.0,4.0,9.0,14.0,16.0,4.0,13.0,6.0,10.0,8.0,10.0,5.0,7.0,5.0,12.0,2.0,14.0,3.0,14.0,7.0,17.0,16.0,6.0,7.0
PROT_0064,15.0,8.0,9.0,18.0,18.0,17.0,7.0,12.0,15.0,26.0,13.0,9.0,7.0,15.0,16.0,17.0,17.0,7.0,12.0,19.0,13.0,16.0,18.0,9.0,4.0,13.0,12.0,14.0,6.0,11.0,16.0,26.0,6.0,7.0,5.0,9.0,8.0,17.0,13.0,18.0
PROT_0065,5.0,12.0,12.0,5.0,17.0,10.0,10.0,15.0,11.0,8.0,15.0,8.0,10.0,27.0,13.0,10.0,11.0,16.0,17.0,8.0,9.0,8.0,9.0,13.0,15.0,15.0,11.0,10.0,12.0,13.0,18.0,12.0,10.0,11.0,13.0,13.0,18.0,5.0,7.0,12.0
PROT_0066,5.0,8.0,7.0,4.0,5.0,8.0,6.0,10.0,14.0,8.0,15.0,4.0,14.0,4.0,4.0,6.0,5.0,3.0,5.0,5.0,15.0,5.0,6.0,14.0,9.0,7.0,6.0,9.0,14.0,10.0,12.0,7.0,3.0,12.0,3.0,1.0,4.0,6.0,1.0,1.0
PROT_0067,9.0,9.0,3.0,4.0,2.0,4.0,4.0,2.0,6.0,3.0,3.0,5.0,2.0,9.0,11.0,5.0,13.0,7.0,5.0,3.0,5.0,7.0,1.0,2.0,8.0,1.0,2.0,1.0,3.0,0.0,10.0,0.0,3.0,6.0,8.0,1.0,1.0,5.0,4.0,0.0
PROT_0068,9.0,10.0,10.0,17.0,15.0,12.0,12.0,8.0,7.0,9.0,7.0,6.0,4.0,10.0,9.0,15.0,7.0,9.0,6.0,6.0,9.0,7.0,9.0,15.0,7.0,11.0,6.0,15.0,9.0,8.0,15.0,13.0,6.0,15.0,12.0,13.0,13.0,14.0,20.0,5.0
PROT_0069,4.0,3.0,19.0,15.0,11.0,6.0,5.0,3.0,5.0,1.0,17.0,8.0,7.0,4.0,8.0,17.0,14.0,13.0,5.0,2.0,13.0,9.0,8.0,12.0,11.0,6.0,15.0,6.0,4.0,6.0,15.0,7.0,8.0,5.0,7.0,22.0,7.0,8.0,14.0,13.0
PROT_0070,4.0,7.0,11.0,1.0,3.0,3.0,5.0,5.0,4.0,18.0,7.0,6.0,6.0,11.0,7.0,9.0,2.0,10.0,6.0,6.0,6.0,2.0,8.0,10.0,7.0,7.0,5.0,11.0,5.0,5.0,6.0,20.0,9.0,9.0,6.0,5.0,10.0,4.0,13.0,3.0
